x_1,x_2,x_3,r,d,x_1_scaled,x_2_scaled,x_3_scaled
0.720230175816,0.137384182712,-0.338552241916,0.807603578696,0.906621909334,0.652976457159,0.124555510043,-0.306938879976
0.639248194933,0.139142469959,0.106288166988,0.662794128001,0.906621909334,0.579556419029,0.126149611784,0.096363180895
0.150195832657,0.269301258794,0.200226808790,0.367658443523,0.906621909334,0.136170832578,0.244154421434,0.181530011685
0.095661707395,-0.240211600030,0.019470249386,0.259291082882,0.906621909334,0.086728999809,-0.217781099464,0.017652154674
0.643994531227,0.195013833837,-0.379004226341,0.772271684851,0.906621909334,0.583859551502,0.176803814380,-0.343613535331
0.781687206669,0.006296840362,-0.574687986964,0.970227201036,0.906621909334,0.708694747813,0.005708853432,-0.521024720012
0.253210162591,0.087928017613,-0.095574030613,0.284571815274,0.906621909334,0.229565881071,0.079717467212,-0.086649510117
0.538652210175,0.202591188020,-0.043096691936,0.577101999516,0.906621909334,0.488353895256,0.183673609697,-0.039072405129
0.115357864022,0.147119581004,-0.261774405722,0.321679106250,0.906621909334,0.104585966936,0.133381835430,-0.237330411531
0.431485179698,0.434369651863,-0.018198946926,0.612525637364,0.906621909334,0.391193917468,0.393809043129,-0.016499564010
0.514961025979,-0.045441535875,-0.330913010502,0.613802258044,0.906621909334,0.466874948606,-0.041198292018,-0.300012985405
0.313199039033,0.175152960588,-0.221924681623,0.421927436851,0.906621909334,0.283953110770,0.158797511553,-0.201201778581
0.237411443990,0.044455456902,-0.096231765145,0.260001988470,0.906621909334,0.215242416648,0.040304291217,-0.087245826654
0.041182761612,-0.020522283265,-0.445745685888,0.448114271645,0.906621909334,0.037337193964,-0.018605951637,-0.404122804817
0.520364721777,0.157401249190,-0.783261534267,0.953442828899,0.906621909334,0.471774057608,0.142703421072,-0.710122067705
0.130468243480,0.059576784332,-0.663241839645,0.678572835916,0.906621909334,0.118285368011,0.054013617963,-0.601309583009
0.078577159339,-0.086369760831,-0.073807630075,0.138136424643,0.906621909334,0.071239774230,-0.078304717474,-0.066915614502
0.502649959658,0.031667875854,-0.557625118969,0.751402428537,0.906621909334,0.455713466152,0.028710790072,-0.505555150053
-0.060800073698,0.224832597599,0.063624389497,0.241442350973,0.906621909334,-0.055122678904,0.203838158916,0.057683265486
0.583042436000,0.123319555715,-0.003421522334,0.595951257917,0.906621909334,0.528599046549,0.111804211060,-0.003102027111
0.276919892286,-0.157113889613,-0.019375031416,0.318974596003,0.906621909334,0.251061641477,-0.142442894584,-0.017565827976
0.093025144475,0.179677349371,-0.084737681015,0.219358387041,0.906621909334,0.084338634100,0.162899421551,-0.076825038154
0.597414083958,-0.342573278150,-0.286109549769,0.745733674365,0.906621909334,0.541628697461,-0.310584439524,-0.259393186290
0.208913771605,0.300238523600,-0.395206924840,0.538494798917,0.906621909334,0.189405802499,0.272202823522,-0.358303256781
0.856028024372,-0.029481944705,-0.499686807228,0.991635048236,0.906621909334,0.776093761899,-0.026728976999,-0.453027007238
-0.176943851685,0.634484878407,-0.141357110970,0.673692823472,0.906621909334,-0.160421172659,0.575237891905,-0.128157453846
0.695857503899,-0.008198914151,-0.353044409898,0.780336621777,0.906621909334,0.630879658809,-0.007433315202,-0.320077796981
0.291629701676,0.517906465507,-0.451497244514,0.746407899018,0.906621909334,0.264397876952,0.469545348615,-0.409337293880
0.900590378411,-0.124182894329,-0.332829569422,0.968121863823,0.906621909334,0.816494968403,-0.112586932763,-0.301750579712
0.426004742092,0.312071210300,-0.380344142568,0.650791938617,0.906621909334,0.386225232661,0.282930596530,-0.344828332739
0.463526813382,0.100349635841,-0.342635031056,0.585086250603,0.906621909334,0.420243564576,0.090979178447,-0.310640426061
0.533724841272,-0.295679624840,-0.530510346579,0.808535635927,0.906621909334,0.483886634653,-0.268069626023,-0.480972303337
0.791048902923,0.077606150772,0.030256129058,0.795422224230,0.906621909334,0.717182266745,0.070359436589,0.027430869496
-0.035659295157,0.112031129441,-0.228270663939,0.256768485820,0.906621909334,-0.032329498260,0.101569876479,-0.206955185186
0.677834773144,0.181909870135,-0.262865752019,0.749432841634,0.906621909334,0.614539856241,0.164923473788,-0.238319849994
0.204982396268,-0.380230954296,-0.006205995760,0.432009115376,0.906621909334,0.185841531484,-0.344725713772,-0.005626491726
0.200030848360,-0.546842334308,0.260107164359,0.637733969487,0.906621909334,0.181352349666,-0.495779241235,0.235818853982
-0.002577273201,0.190818477059,-0.052428025040,0.197906622764,0.906621909334,-0.002336612350,0.173000212008,-0.047532396165
0.228433758543,-0.209894092006,0.058660309673,0.315719090066,0.906621909334,0.207103050327,-0.190294582452,0.053182721958
0.314909968210,0.208919363777,-0.360837426416,0.522512427548,0.906621909334,0.285504276647,0.189410872484,-0.327143116497
0.510004956615,0.154987072676,-0.324840358034,0.624217355314,0.906621909334,0.462381667536,0.140514675751,-0.294507385630
0.095592472423,0.331087671557,-0.216206533136,0.406819655390,0.906621909334,0.086666229866,0.300171336944,-0.196017579883
0.411145033181,0.416355358999,-0.174769302475,0.610685133570,0.906621909334,0.372753094996,0.377476890537,-0.158449678703
0.200755070986,-0.498248302219,0.073385296523,0.542161757169,0.906621909334,0.182008945766,-0.451722827080,0.066532717650
