x_1,x_2,x_3,r,d,x_1_scaled,x_2_scaled,x_3_scaled
0.720230175816,0.137384182712,-0.338552241916,0.807603578696,0.817274136402,0.588625494950,0.112280539281,-0.276689991139
0.639248194933,0.139142469959,0.106288166988,0.662794128001,0.882004754001,0.563819946918,0.122724319987,0.093746668578
0.150195832657,0.269301258794,0.200226808790,0.367658443523,0.965511813810,0.145015850816,0.260013546840,0.193321349328
0.095661707395,-0.240211600030,0.019470249386,0.259291082882,0.983023784184,0.094037733605,-0.236133716067,0.019139718231
0.643994531227,0.195013833837,-0.379004226341,0.772271684851,0.834847807928,0.537637422712,0.162806871694,-0.316410847556
0.781687206669,0.006296840362,-0.574687986964,0.970227201036,0.717253494294,0.560667880428,0.004516430753,-0.412196966778
0.253210162591,0.087928017613,-0.095574030613,0.284571815274,0.979509560981,0.248021775196,0.086126333930,-0.093615676767
0.538652210175,0.202591188020,-0.043096691936,0.577101999516,0.912223996934,0.491371472123,0.184808543279,-0.039313836572
0.115357864022,0.147119581004,-0.261774405722,0.321679106250,0.973727482402,0.112327122509,0.143254379223,-0.254896933041
0.431485179698,0.434369651863,-0.018198946926,0.612525637364,0.900385183566,0.388502862729,0.391099998728,-0.016386062169
0.514961025979,-0.045441535875,-0.330913010502,0.613802258044,0.899941739969,0.463434921736,-0.040894734862,-0.297802430450
0.313199039033,0.175152960588,-0.221924681623,0.421927436851,0.954271778720,0.298877004071,0.167143527248,-0.211776460674
0.237411443990,0.044455456902,-0.096231765145,0.260001988470,0.982929619632,0.233358740337,0.043696585343,-0.094589052310
0.041182761612,-0.020522283265,-0.445745685888,0.448114271645,0.948231061090,0.039050773742,-0.019459866436,-0.422669904706
0.520364721777,0.157401249190,-0.783261534267,0.953442828899,0.729324412488,0.379514694990,0.114796573591,-0.571251758304
0.130468243480,0.059576784332,-0.663241839645,0.678572835916,0.875833249502,0.114268425644,0.052179328617,-0.580889255622
0.078577159339,-0.086369760831,-0.073807630075,0.138136424643,0.995216229729,0.078201264260,-0.085956587737,-0.073454551329
0.502649959658,0.031667875854,-0.557625118969,0.751402428537,0.844655363486,0.424565984381,0.026748441191,-0.471001047552
-0.060800073698,0.224832597599,0.063624389497,0.241442350973,0.985300260654,-0.059906328463,0.221527617017,0.062689127555
0.583042436000,0.123319555715,-0.003421522334,0.595951257917,0.906035489887,0.528257139126,0.111731894075,-0.003100020664
0.276919892286,-0.157113889613,-0.019375031416,0.318974596003,0.974174249434,0.269768228221,-0.153056305489,-0.018874656688
0.093025144475,0.179677349371,-0.084737681015,0.219358387041,0.987884804229,0.091898126638,0.177500523108,-0.083711067420
0.597414083958,-0.342573278150,-0.286109549769,0.745733674365,0.847249201414,0.506158605546,-0.290244936339,-0.242406087559
0.208913771605,0.300238523600,-0.395206924840,0.538494798917,0.924135753720,0.193064685785,0.277461154303,-0.365224849363
0.856028024372,-0.029481944705,-0.499686807228,0.991635048236,0.701130081631,0.600186998606,-0.020670678298,-0.350345451941
-0.176943851685,0.634484878407,-0.141357110970,0.673692823472,0.877763154899,-0.155314793495,0.556927448606,-0.124078063692
0.695857503899,-0.008198914151,-0.353044409898,0.780336621777,0.830946063857,0.578220053870,-0.006812855442,-0.293360862771
0.291629701676,0.517906465507,-0.451497244514,0.746407899018,0.846942241623,0.246993513261,0.438636862848,-0.382392088355
0.900590378411,-0.124182894329,-0.332829569422,0.968121863823,0.718794178819,0.647339121502,-0.089261941552,-0.239235957039
0.426004742092,0.312071210300,-0.380344142568,0.650791938617,0.886567933110,0.377682143691,0.276672327898,-0.337200920347
0.463526813382,0.100349635841,-0.342635031056,0.585086250603,0.909633098252,0.421639331380,0.091281350159,-0.311672164869
0.533724841272,-0.295679624840,-0.530510346579,0.808535635927,0.816793314493,0.435942882129,-0.241509140801,-0.433317304355
0.791048902923,0.077606150772,0.030256129058,0.795422224230,0.823475261219,0.651409201972,0.063906745279,0.024915173780
-0.035659295157,0.112031129441,-0.228270663939,0.256768485820,0.983355755304,-0.035065773122,0.110166455909,-0.224471271152
0.677834773144,0.181909870135,-0.262865752019,0.749432841634,0.845559929015,0.573149922664,0.153815696878,-0.222268746617
0.204982396268,-0.380230954296,-0.006205995760,0.432009115376,0.951994551035,0.195142124305,-0.361977796624,-0.005908074148
0.200030848360,-0.546842334308,0.260107164359,0.637733969487,0.891406496155,0.178308797660,-0.487458809174,0.231861216006
-0.002577273201,0.190818477059,-0.052428025040,0.197906622764,0.990151637819,-0.002551891281,0.188939227586,-0.051911694861
0.228433758543,-0.209894092006,0.058660309673,0.315719090066,0.974706719314,0.222655919370,-0.204585181822,0.057176597995
0.314909968210,0.208919363777,-0.360837426416,0.522512427548,0.928775438248,0.292480643733,0.194039173650,-0.335136938856
0.510004956615,0.154987072676,-0.324840358034,0.624217355314,0.896279384069,0.457106928387,0.138911718037,-0.291147716020
