r_m,d,theta_rad,Mx,My,x_scaled,y_scaled
0.625484118612,0.931608959842,0.785398163397,0.658747012918,0.658747012918,0.658747012918,0.658747012918
0.297526386532,0.985095622879,0.785398163397,0.696567795055,0.696567795055,0.696567795055,0.696567795055
0.712824092748,0.909757059987,0.785398163397,0.643295386349,0.643295386349,0.643295386349,0.643295386349
0.852961610934,0.866548306530,0.785398163397,0.612742183773,0.612742183773,0.612742183773,0.612742183773
0.429729637717,0.968550198164,0.785398163397,0.684868413042,0.684868413042,0.684868413042,0.684868413042
0.246774177323,0.989779568396,0.785398163397,0.699879844693,0.699879844693,0.699879844693,0.699879844693
0.073882372715,0.999089670791,0.785398163397,0.706463081230,0.706463081230,0.706463081230,0.706463081230
0.634895994002,0.929424530816,0.785398163397,0.657202388341,0.657202388341,0.657202388341,0.657202388341
0.248396559837,0.989643779871,0.785398163397,0.699783827706,0.699783827706,0.699783827706,0.699783827706
0.778487411010,0.890852042535,0.785398163397,0.629927520310,0.629927520310,0.629927520310,0.629927520310
0.775237326650,0.891841191325,0.785398163397,0.630626954128,0.630626954128,0.630626954128,0.630626954128
0.356225464866,0.978537900010,0.785398163397,0.691930784745,0.691930784745,0.691930784745,0.691930784745
0.911491764986,0.845062960510,0.785398163397,0.597549749906,0.597549749906,0.597549749906,0.597549749906
0.133471259042,0.997024903452,0.785398163397,0.705003070243,0.705003070243,0.705003070243,0.705003070243
0.812744929713,0.880070312754,0.785398163397,0.622303686070,0.622303686070,0.622303686070,0.622303686070
0.776415445947,0.891483298864,0.785398163397,0.630373885941,0.630373885941,0.630373885941,0.630373885941
0.532605282309,0.951095225996,0.785398163397,0.672525883856,0.672525883856,0.672525883856,0.672525883856
0.390680939488,0.974106126479,0.785398163397,0.688797047629,0.688797047629,0.688797047629,0.688797047629
0.796464197828,0.885276182897,0.785398163397,0.625984792149,0.625984792149,0.625984792149,0.625984792149
0.825536210280,0.875873480122,0.785398163397,0.619336077256,0.619336077256,0.619336077256,0.619336077256
0.684114652593,0.917338464272,0.785398163397,0.648656248730,0.648656248730,0.648656248730,0.648656248730
0.255108448086,0.989072281476,0.785398163397,0.699379717315,0.699379717315,0.699379717315,0.699379717315
0.121812779231,0.997522781163,0.785398163397,0.705355122948,0.705355122948,0.705355122948,0.705355122948
0.140901286469,0.996683682023,0.785398163397,0.704761790256,0.704761790256,0.704761790256,0.704761790256
0.622115999838,0.932381013249,0.785398163397,0.659292937118,0.659292937118,0.659292937118,0.659292937118
0.383162870405,0.975110422784,0.785398163397,0.689507192357,0.689507192357,0.689507192357,0.689507192357
0.290280039844,0.985819829085,0.785398163397,0.697079886174,0.697079886174,0.697079886174,0.697079886174
0.633231846722,0.929813673348,0.785398163397,0.657477553664,0.657477553664,0.657477553664,0.657477553664
0.204024783378,0.993029365632,0.785398163397,0.702177798356,0.702177798356,0.702177798356,0.702177798356
0.197062244386,0.993499088229,0.785398163397,0.702509942390,0.702509942390,0.702509942390,0.702509942390
0.940571015573,0.833523028352,0.785398163397,0.589389785623,0.589389785623,0.589389785623,0.589389785623
0.551254769397,0.947476145459,0.785398163397,0.669966807467,0.669966807467,0.669966807467,0.669966807467
0.808566728171,0.881420698902,0.785398163397,0.623258553272,0.623258553272,0.623258553272,0.623258553272
0.256143264768,0.988982773319,0.785398163397,0.699316425490,0.699316425490,0.699316425490,0.699316425490
0.333907743253,0.981177149938,0.785398163397,0.693797016266,0.693797016266,0.693797016266,0.693797016266
0.239884559228,0.990346022187,0.785398163397,0.700280388010,0.700280388010,0.700280388010,0.700280388010
0.838730863825,0.871443528313,0.785398163397,0.616203628292,0.616203628292,0.616203628292,0.616203628292
0.639894798765,0.928248069833,0.785398163397,0.656370504802,0.656370504802,0.656370504802,0.656370504802
0.873092830766,0.859409223964,0.785398163397,0.607694090079,0.607694090079,0.607694090079,0.607694090079
0.288392149848,0.986005457368,0.785398163397,0.697211145192,0.697211145192,0.697211145192,0.697211145192
0.555231320747,0.946685788192,0.785398163397,0.669407940483,0.669407940483,0.669407940483,0.669407940483
0.576127391201,0.942423316185,0.785398163397,0.666393917623,0.666393917623,0.666393917623,0.666393917623
0.409460454626,0.971505607345,0.785398163397,0.686958202915,0.686958202915,0.686958202915,0.686958202915
0.947783845846,0.830565543057,0.785398163397,0.587298527715,0.587298527715,0.587298527715,0.587298527715
0.131818470956,0.997098273740,0.785398163397,0.705054950871,0.705054950871,0.705054950871,0.705054950871
0.148684217316,0.996306250767,0.785398163397,0.704494906056,0.704494906056,0.704494906056,0.704494906056
0.762871427927,0.895552608620,0.785398163397,0.633251322464,0.633251322464,0.633251322464,0.633251322464
0.107174935537,0.998083098032,0.785398163397,0.705751326806,0.705751326806,0.705751326806,0.705751326806
0.946509242216,0.831090994374,0.785398163397,0.587670077905,0.587670077905,0.587670077905,0.587670077905
0.923970539852,0.840184764898,0.785398163397,0.594100344709,0.594100344709,0.594100344709,0.594100344709
0.060332919749,0.999393073456,0.785398163397,0.706677619311,0.706677619311,0.706677619311,0.706677619311
0.663539332124,0.922528212768,0.785398163397,0.652325955084,0.652325955084,0.652325955084,0.652325955084
0.290142670957,0.985833378465,0.785398163397,0.697089467033,0.697089467033,0.697089467033,0.697089467033
0.150396956236,0.996220441291,0.785398163397,0.704434229593,0.704434229593,0.704434229593,0.704434229593
0.458351335696,0.964110432072,0.785398163397,0.681729024331,0.681729024331,0.681729024331,0.681729024331
0.838267646340,0.871600807041,0.785398163397,0.616314841146,0.616314841146,0.616314841146,0.616314841146
0.500527501745,0.956987585498,0.785398163397,0.676692411217,0.676692411217,0.676692411217,0.676692411217
0.871365055410,0.860031985483,0.785398163397,0.608134448973,0.608134448973,0.608134448973,0.608134448973
0.318600312304,0.982883497218,0.785398163397,0.695003585999,0.695003585999,0.695003585999,0.695003585999
0.598073190294,0.937746139266,0.785398163397,0.663086654106,0.663086654106,0.663086654106,0.663086654106
0.736259720068,0.903265581392,0.785398163397,0.638705217815,0.638705217815,0.638705217815,0.638705217815
0.750763830768,0.899107657351,0.785398163397,0.635765121530,0.635765121530,0.635765121530,0.635765121530
0.050514706515,0.999574588073,0.785398163397,0.706805969528,0.706805969528,0.706805969528,0.706805969528
0.067529068147,0.999239578887,0.785398163397,0.706569082261,0.706569082261,0.706569082261,0.706569082261
0.840849690041,0.870722465556,0.785398163397,0.615693759926,0.615693759926,0.615693759926,0.615693759926
0.326762712862,0.981984088923,0.785398163397,0.694367608295,0.694367608295,0.694367608295,0.694367608295
0.840208639284,0.870940908447,0.785398163397,0.615848222376,0.615848222376,0.615848222376,0.615848222376
0.127088106861,0.997303171864,0.785398163397,0.705199835724,0.705199835724,0.705199835724,0.705199835724
0.112291266622,0.997895442816,0.785398163397,0.705618634530,0.705618634530,0.705618634530,0.705618634530
0.739250986376,0.902416961958,0.785398163397,0.638105153258,0.638105153258,0.638105153258,0.638105153258
0.477754140289,0.960920511740,0.785398163397,0.679473410032,0.679473410032,0.679473410032,0.679473410032
0.288550966046,0.985989890134,0.785398163397,0.697200137495,0.697200137495,0.697200137495,0.697200137495
0.430824146181,0.968386183449,0.785398163397,0.684752437124,0.684752437124,0.684752437124,0.684752437124
0.535366479902,0.950568447920,0.785398163397,0.672153395506,0.672153395506,0.672153395506,0.672153395506
0.231035957051,0.991049398285,0.785398163397,0.700777750018,0.700777750018,0.700777750018,0.700777750018
0.945634420995,0.831450932290,0.785398163397,0.587924592446,0.587924592446,0.587924592446,0.587924592446
0.444290075523,0.966330886322,0.785398163397,0.683299122588,0.683299122588,0.683299122588,0.683299122588
0.158903776281,0.995779521909,0.785398163397,0.704122452508,0.704122452508,0.704122452508,0.704122452508
0.354277005933,0.978775521221,0.785398163397,0.692098808315,0.692098808315,0.692098808315,0.692098808315
0.257103259337,0.988899403090,0.785398163397,0.699257473837,0.699257473837,0.699257473837,0.699257473837
0.113893777408,0.997834856784,0.785398163397,0.705575793737,0.705575793737,0.705575793737,0.705575793737
0.256047605430,0.988991063193,0.785398163397,0.699322287317,0.699322287317,0.699322287317,0.699322287317
0.823671860228,0.876491111316,0.785398163397,0.619772808461,0.619772808461,0.619772808461,0.619772808461
0.264204170932,0.988272735891,0.785398163397,0.698814353211,0.698814353211,0.698814353211,0.698814353211
0.242813126633,0.990107253546,0.785398163397,0.700111553084,0.700111553084,0.700111553084,0.700111553084
0.891962816523,0.852481802762,0.785398163397,0.602795663571,0.602795663571,0.602795663571,0.602795663571
0.475403923681,0.961314731710,0.785398163397,0.679752165647,0.679752165647,0.679752165647,0.679752165647
0.776747297990,0.891382351933,0.785398163397,0.630302505682,0.630302505682,0.630302505682,0.630302505682
0.137237732806,0.996854258911,0.785398163397,0.704882406330,0.704882406330,0.704882406330,0.704882406330
0.431220760718,0.968326637336,0.785398163397,0.684710331664,0.684710331664,0.684710331664,0.684710331664
0.706168264514,0.911550581515,0.785398163397,0.644563597583,0.644563597583,0.644563597583,0.644563597583
0.935748690229,0.835478856677,0.785398163397,0.590772765094,0.590772765094,0.590772765094,0.590772765094
0.412359153892,0.971092449253,0.785398163397,0.686666056026,0.686666056026,0.686666056026,0.686666056026
0.825505282718,0.875883742601,0.785398163397,0.619343333925,0.619343333925,0.619343333925,0.619343333925
0.221188017597,0.991800381292,0.785398163397,0.701308775195,0.701308775195,0.701308775195,0.701308775195
0.429693475851,0.968555609333,0.785398163397,0.684872239316,0.684872239316,0.684872239316,0.684872239316
0.274825803094,0.987302422447,0.785398163397,0.698128237994,0.698128237994,0.698128237994,0.698128237994
0.448817670548,0.965624238951,0.785398163397,0.682799447440,0.682799447440,0.682799447440,0.682799447440
0.545292781205,0.948648772384,0.785398163397,0.670795979917,0.670795979917,0.670795979917,0.670795979917
0.949354221571,0.829916482182,0.785398163397,0.586839572369,0.586839572369,0.586839572369,0.586839572369
0.922096631556,0.840924308321,0.785398163397,0.594623280879,0.594623280879,0.594623280879,0.594623280879
0.813826160973,0.879719228628,0.785398163397,0.622055432103,0.622055432103,0.622055432103,0.622055432103
0.487077012906,0.959335297812,0.785398163397,0.678352494515,0.678352494515,0.678352494515,0.678352494515
0.410936263295,0.971295651510,0.785398163397,0.686809741720,0.686809741720,0.686809741720,0.686809741720
0.391075807079,0.974052799165,0.785398163397,0.688759339523,0.688759339523,0.688759339523,0.688759339523
0.288682752355,0.985976965620,0.785398163397,0.697190998483,0.697190998483,0.697190998483,0.697190998483
0.459507530605,0.963924455091,0.785398163397,0.681597518746,0.681597518746,0.681597518746,0.681597518746
0.911585876774,0.845026577618,0.785398163397,0.597524023316,0.597524023316,0.597524023316,0.597524023316
0.550191491065,0.947686358719,0.785398163397,0.670115450688,0.670115450688,0.670115450688,0.670115450688
0.189317142747,0.994002110252,0.785398163397,0.702865632673,0.702865632673,0.702865632673,0.702865632673
0.921838428472,0.841026013655,0.785398163397,0.594695197410,0.594695197410,0.594695197410,0.594695197410
0.537975681237,0.950067786562,0.785398163397,0.671799374465,0.671799374465,0.671799374465,0.671799374465
0.101448745617,0.998282692901,0.785398163397,0.705892461691,0.705892461691,0.705892461691,0.705892461691
0.502565344628,0.956625600868,0.785398163397,0.676436449431,0.676436449431,0.676436449431,0.676436449431
0.191689455146,0.993850214391,0.785398163397,0.702758226079,0.702758226079,0.702758226079,0.702758226079
0.122100318717,0.997511052567,0.785398163397,0.705346829578,0.705346829578,0.705346829578,0.705346829578
0.585531595805,0.940444456571,0.785398163397,0.664994652571,0.664994652571,0.664994652571,0.664994652571
0.261683505501,0.988497205578,0.785398163397,0.698973077248,0.698973077248,0.698973077248,0.698973077248
0.851258582716,0.867140646757,0.785398163397,0.613161031565,0.613161031565,0.613161031565,0.613161031565
0.585067238180,0.940543058388,0.785398163397,0.665064374584,0.665064374584,0.665064374584,0.665064374584
0.427302423802,0.968912297657,0.785398163397,0.685124456048,0.685124456048,0.685124456048,0.685124456048
0.520504443979,0.953367014922,0.785398163397,0.674132281211,0.674132281211,0.674132281211,0.674132281211
0.233833279481,0.990829969232,0.785398163397,0.700622590247,0.700622590247,0.700622590247,0.700622590247
0.264817357354,0.988217794563,0.785398163397,0.698775503825,0.698775503825,0.698775503825,0.698775503825
0.654521200664,0.924740230900,0.785398163397,0.653890088106,0.653890088106,0.653890088106,0.653890088106
0.334559476645,0.981102630585,0.785398163397,0.693744323127,0.693744323127,0.693744323127,0.693744323127
0.115288803044,0.997781412024,0.785398163397,0.705538002584,0.705538002584,0.705538002584,0.705538002584
